[14Nov2022 00:00:10.452] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Air'/155716, l='ServerLevel[Vault-Hunters]', x=-815.20, y=16.50, z=-370.50]
[14Nov2022 05:00:03.112] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Saved the game]
[14Nov2022 05:00:04.113] [RCON Client /192.168.1.200 #121/INFO] [net.minecraft.network.rcon.ClientThread/]: Thread RCON Client /192.168.1.200 shutting down
[14Nov2022 05:00:15.984] [RCON Listener #2/INFO] [net.minecraft.network.rcon.RConThread/]: Thread RCON Client /192.168.1.200 started
[14Nov2022 05:00:15.984] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Automatic saving is now enabled]
[14Nov2022 05:00:16.985] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon] ---saving world complete---
[14Nov2022 05:00:16.985] [RCON Client /192.168.1.200 #122/INFO] [net.minecraft.network.rcon.ClientThread/]: Thread RCON Client /192.168.1.200 shutting down
[14Nov2022 08:00:00.217] [Server thread/INFO] [iskallia.vault.Vault/]: Reset SoulShard Trades!
[14Nov2022 09:00:01.054] [RCON Listener #2/INFO] [net.minecraft.network.rcon.RConThread/]: Thread RCON Client /192.168.1.200 started
[14Nov2022 09:00:01.054] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon] ---saving world---
[14Nov2022 09:00:02.054] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Automatic saving is now disabled]
[14Nov2022 09:00:03.086] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: [Rcon: Saved the game]
[14Nov2022 09:00:04.087] [RCON Client /192.168.1.200 #123/INFO] [net.minecraft.network.rcon.ClientThread/]: Thread RCON Client /192.168.1.200 shutting down
